,Unnamed: 0,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline
7909,7908,7305,Alive,1993-01-15,"['Adventure', 'Drama', 'Thriller']",English,6.9,1261.0,14.183,"The amazing, true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",32000000.0,"['Touchstone Pictures', 'Film Andes S.A.', 'The Kennedy/Marshall Company', 'Paramount']",36733909.0,127.0,The triumph of the human spirit
7910,7909,975022,You’re Killing Me,2023-04-07,"['Horror', 'Thriller', 'Action', 'Mystery']",English,4.7,3.0,14.182,"Eden goes to a coveted 'Heaven and Hell' party, hoping to get a letter of recommendation to an elite university from the wealthy parents of her classmate, but the party quickly turns into a fight for her life.",0.0,[],0.0,95.0,One of you knows something.
7912,7911,37412,Warlock,1959-05-15,['Western'],English,6.7,123.0,14.182,"A band of murderous cowboys has imposed a reign of terror on the town of Warlock. With the sheriff humiliatingly run out of town, the residents hire the services of Clay Blaisedell as de facto town marshal. He arrives along with his friend, Tom Morgan, and sets about restoring law and order on his own terms whilst also overseeing the establishment of a gambling house and saloon.",0.0,['20th Century Fox'],0.0,122.0,Wherever you've been ... Whatever you've seen ... You've never run into anything like Warlock.
7913,7912,10313,The Men Who Stare at Goats,2009-10-17,"['Comedy', 'War']",English,6.0,1993.0,14.18,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",24000000.0,"['Ruby Films', 'BBC Film', 'Smoke House Pictures', 'Overture Films', 'UK Film Council', 'Mandate International']",68729358.0,94.0,No goats. No glory.
7914,7913,618416,Penguin Bloom,2021-01-21,['Drama'],English,7.1,241.0,14.179,"When an unlikely ally enters the Bloom family's world in the form of an injured baby magpie they name Penguin, the bird’s arrival makes a profound difference in the struggling family’s life.",0.0,"['Made Up Stories', 'Broadtalk', 'Jam Tart Films', 'Endeavor Content', 'Screen Australia', 'Create NSW']",0.0,95.0,The true story of an unlikely hero.
7915,7914,352186,Good Kids,2016-07-29,['Comedy'],English,6.4,281.0,14.178,Four high school students look to redefine themselves after graduation.,0.0,"['Compadre Entertainment', 'Depth of Field', 'Voltage Pictures']",0.0,86.0,Get ready for the summer of yes
7916,7915,259611,Frontera,2014-07-31,"['Western', 'Drama']",English,6.6,159.0,14.178,"After crossing the border illegally for work, Miguel, a hard-working father and devoted husband, finds himself wrongfully accused of murdering a former sheriff’s wife. After learning of his imprisonment, Miguel’s pregnant wife tries to come to his aid and lands in the hands of corrupt coyotes who hold her for ransom. Dissatisfied with the police department’s investigation, the former sheriff tries to uncover the truth about his wife’s death and discovers disturbing evidence that will destroy one family’s future, or tear another’s apart.",0.0,"['MJW Films', 'Ocean Blue Entertainment', 'Magnolia Pictures']",0.0,103.0,Truth is the only justice.
7918,7917,278236,X+Y,2014-03-13,['Drama'],English,6.7,496.0,14.174,A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.,0.0,"['Original Pictures', 'Head Gear Films', 'Minnow Films', 'BBC Film', 'BFI']",0.0,111.0,True genius comes from opening your heart
7920,7919,583095,Funny Pages,2022-08-08,['Comedy'],English,5.8,37.0,14.173,A teenage cartoonist rejects the comforts of his suburban life in a misguided quest for soul.,0.0,['Elara Pictures'],0.0,87.0,The story of New Jersey's next great comic book artist and biggest dick.
7922,7921,534259,Blinded by the Light,2019-08-09,"['Drama', 'Comedy']",English,7.0,515.0,14.172,"In 1987, during the austere days of Thatcher’s Britain, a teenager learns to live life, understand his family, and find his own voice through the music of Bruce Springsteen.",15000000.0,"['New Line Cinema', 'Bend It Films', 'Ingenious Media', 'Levantine Films', 'Rakija Films', 'Warner Bros. Pictures']",18144644.0,114.0,For anyone who has ever wanted to dream. You're not alone.
7926,7925,583689,Moxie,2021-03-03,"['Comedy', 'Drama', 'Music']",English,7.4,719.0,14.162,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",0.0,['Paper Kite Productions'],0.0,111.0,Find your voice.
7927,7926,178809,The Colony,2013-04-12,"['Action', 'Science Fiction', 'Thriller']",English,5.4,1023.0,14.159,"Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.",16000000.0,"['RLJ Entertainment', 'Alcina Pictures', '120dB Films', 'Item 7', 'Sierra Pictures (II)', 'Mad Samurai Productions']",0.0,95.0,"One day, it started to snow .. and it never stopped"
7928,7927,13497,Drumline,2002-12-13,"['Drama', 'Romance', 'Comedy', 'Music']",English,6.9,431.0,14.159,"A talented street drummer from Harlem enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.",20000000.0,['Fox 2000 Pictures'],57588485.0,118.0,Half time is game time
7932,7931,340677,I.T.,2016-09-09,['Thriller'],English,5.4,563.0,14.156,"Mike Regan is a successful, self-made man who has it all: a gorgeous wife, a beautiful teenage daughter and a sleek, state-of-the-art “smart home”. But he soon finds himself in a deadly, high-stakes game of cat-and-mouse when his I.T. consultant, Ed, starts using his skills to stalk Mike’s daughter and endanger his family, his business, and his life. In a world where there is no privacy, and personal secrets can go viral by the click of a mouse, Mike needs to rely on his old connections to defeat a new kind of nemesis.",13000000.0,"['Fastnet Films', 'Irish Dreamtime', 'Ciné+', '22h22', 'Mutressa Movies', 'Friendly Films', 'Canal+', 'Voltage Pictures']",0.0,96.0,Your life is not secure.
7933,7932,252444,Get Married If You Can,2014-02-14,"['Comedy', 'Romance']",Spanish,7.4,183.0,14.155,"Ana Paula catches her fiancé cheating. After a night of drinking, she wakes up far from home, not so certain she wants to go back.",0.0,"['Selva Pictures', 'Sin Sentido Films']",15998618.0,107.0,The wedding justifies the means
7934,7933,10684,Courage Under Fire,1996-07-04,"['Drama', 'Thriller', 'Mystery', 'War']",English,6.4,778.0,14.155,"A US Army officer, who made a ""friendly fire"" mistake that was covered up, has been reassigned to a desk job. He is tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor. At first all seems in order. But then he begins to notice inconsistencies between the testimonies of the witnesses...",46000000.0,"['Davis Entertainment', 'Fox 2000 Pictures', 'Joseph M. Singer Entertainment']",100860818.0,116.0,A medal for honor. A search for justice. A battle for truth.
7936,7935,342927,3-Headed Shark Attack,2015-07-20,"['Science Fiction', 'Action', 'Horror']",English,4.6,169.0,14.153,"The world’s greatest killing machine is three times as deadly when a mutated shark threatens a cruise ship. As the shark eats its way from one end of the ship to the next, the passengers fight the deadly predator using anything they can find.",0.0,"['Syfy', 'The Asylum']",0.0,90.0,More HEADS! More DEADS!
7937,7936,10538,Passenger 57,1992-11-06,"['Action', 'Adventure', 'Thriller']",English,5.9,864.0,14.152,"An infamous terrorist has evaded capture for a long time by being extremely clever and ruthless. Things get interesting when he hijacks a plane carrying famous security expert John Cutter, who isn't about to stand for this sort of thing.",15000000.0,['Warner Bros. Pictures'],44065653.0,84.0,"He's an ex-cop with a bad mouth, a bad attitude, and a bad seat. For the terrorists on flight 163 . . . he's very bad news."
7938,7937,800089,Maggie Moore(s),2023-06-16,"['Comedy', 'Crime', 'Mystery']",English,0.0,0.0,14.149,The chief of police in a quiet Arizona town is suddenly faced with the back-to-back murders of two women with the same name.,0.0,"['Vincent Newman Entertainment', 'Shoestring Pictures', 'Indy Entertainment']",0.0,99.0,One murder is a crime. Two is a mystery.
7939,7938,13944,Passengers,2008-09-26,"['Drama', 'Mystery', 'Thriller', 'Romance']",English,6.1,797.0,14.148,"After a plane crash, a young therapist, Claire, is assigned by her mentor to counsel the flight's five survivors. When they share their recollections of the incident -- which some say include an explosion that the airline claims never happened -- Claire is intrigued by Eric, the most secretive of the passengers.",25000000.0,"['TriStar Pictures', 'Mandate Pictures', 'Persistent Entertainment', 'Intuition Films', 'Mandate International']",2000000.0,93.0,The line between this world and the next is about to be crossed
7940,7939,10835,The Killer,1989-07-06,"['Action', 'Crime', 'Drama', 'Thriller']",cn,7.7,642.0,14.147,"Mob assassin Jeffrey is no ordinary hired gun; the best in his business, he views his chosen profession as a calling rather than simply a job. So, when beautiful nightclub chanteuse Jennie is blinded in the crossfire of his most recent hit, Jeffrey chooses to retire after one last job to pay for his unintended victim's sight-restoring operation. But when Jeffrey is double-crossed, he reluctantly joins forces with a rogue policeman to make things right.",0.0,"['Film Workshop', 'Golden Princess Film Production Limited', 'Long Shong Pictures', 'Magnum Films Limited', 'Mandarin Film Lab Limited', 'Salon Films Thailand Co. Ltd.', 'International Subtitle Company']",2350174.0,110.0,One Vicious Hitman. One Fierce Cop. Ten Thousand Bullets.
7942,7941,8011,Highlander III: The Sorcerer,1994-11-29,"['Fantasy', 'Action']",English,4.7,421.0,14.146,"Starts off in the 15th century, with Connor McLeod training with another immortal swordsman, the Japanese sorcerer Nakano. When an evil immortal named Kane kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",26000000.0,"['Trans-Film', 'Fallingcloud', 'Initial Groupe', 'Lumière Pictures', 'Highlander Productions Limited', 'Miramax']",36800000.0,99.0,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one."
7943,7942,31952,The Vampire Lovers,1970-10-04,['Horror'],English,6.4,154.0,14.145,"In the heart of Styria the Karnstein Family, even after their mortal deaths, rise from their tombs spreading evil in the countryside in their lust for fresh blood. Baron Hartog whose family are all victims of Karnstein vampirism, opens their graves and drives a stake through their diabolical hearts. One grave he cannot locate is that of the legendary beautiful Mircalla Karnstein. Years of peace follow that grisly night until Mircalla reappears to avenge her family's decimation and satisfy her desire for blood.",0.0,['Hammer Film Productions'],0.0,91.0,"An erotic nightmare of tormented lusts that throb in headless, undead bodies!"
7945,7944,11114,Pete's Dragon,1977-11-03,"['Fantasy', 'Animation', 'Comedy', 'Family']",English,6.4,603.0,14.142,"Pete, a young orphan, runs away to a Maine fishing town with his best friend a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora, and her father, Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.",10000000.0,['Walt Disney Productions'],0.0,128.0,Brazzle Dazzle Brilliance!
